DJKEYX,DJBSCD,DJBUCD,DJEWNB,DJFANB,DJEXNB,DJGINA,DJJ2CD,DJKXST,DJERDT,DJEHDT,DJOVNB,DJO6CD,DJG8NA,DJMDOR,DJMDOS,DJMATI,DJMATN,DJNBHR,DJNBHS,DJGKVA,DJGLVA,DJGMVA,DJGNVA,DJJLST,DJLYTX,BOKEYX,BOACCD,BOJ1CD,BODES1,BODES2,BOJ2CD,BOCDFX,BOKACD,BOOPER,BOETAT,BOSEMC,BOKBCD,BODTCH,BODTEN,BODTRE,BODTAD,BODTRD,BODTAC,BODTAU,BOAUTO,BOREQX,BODEMD,BOA7NA,BOJ8CD,BOJ9CD,BOREFX,BOFITX,BOESTM,BODURE,BOMDOR,BOMDOS,BOMATI,BOMATN,BODOWN,BONBHR,BONBHS,BOHREM,BOFACT,BOJ7CD,BOLCH1,BOLCH2,BOLCH3,BOLCH4,BOCH1X,BOCH2X,BOCH3X,BOCH4X,BOIMPR,BOKEY1,BOKEY2,BOMFTX,BOM9CD,BONINB,BOGKVA,BOGLVA,BOGMVA,BOGNVA,BODHTX,CRTDAT,CRTYR,CRTMTH,CRTWK,CLSDAT,CLSMTH,CLSWK,DUEDAT,DUEYR,DUEMTH,DUEWK,REM_TIME,CNT,REMARK,CRTPER,CLSYR,CLSPER,DUEPER,TYPECAT,TYPECAT2,prevYN,shutYN,corrYN,modYN,runYN,DIV,UL,DESC_UL,FNCT,DESC_FNCT,DESC_EQ,CRIT,COND,DESC_TACHE,FREQ,T_EST,ATE,MET,EQUIPE,PRIO_BT,Ordre,ETAT_TRV,GRP,S_GRP,DUREE,MESURE,CLD,TYPE BT CLD,IND.TRV,ANNEE.DEBUT,ANNEE.FIN,FREQ.CLD,SEM.DEBUT,DERN.ENTR.CLD,CMPT,TYPE BT CMPT,TYPE CMPT,LAST CMPT,FRQ CMPT,ANTICIP CMPT,DATE LAST BT,CLND,ATE-MET,YEAR,WEEKNO,MONTH,EST_TIME
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,34,8,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,36,9,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,38,9,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,40,10,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,42,10,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,44,10,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,46,11,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,48,11,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,50,12,1
1717571,SMAGA,MAGA,1,0,1,N/A,1,6,1170515,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1717571,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,20,N/A,1170425,1170425,1170519,1170515,0,0,1170425,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1417,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000818885,N/A,0,0,0,0,0,N/A,2017-04-25,2017,4,17,N/A,N/A,N/A,2017-05-15,2017,5,20,1,1,Fréquence annuelle standard: 26,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,52,12,1
1718234,SMAGA,MAGA,1,0,1,N/A,1,6,1170522,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1718234,A83,SCHA015,CHANGER LA BATTERIE,CHANGER LA BATTERIE,1,N/A,P,PR,2,21,N/A,1170428,1170428,1170526,1170522,0,0,1170428,MLAMO038,N/A,N/A,Fréquence annuelle standard: 6,N/A,N/A,NORMANDE DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1105,N,SA-MAGA1,SVEHI007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,D,B000819584,N/A,0,0,0,0,0,N/A,2017-04-28,2017,4,17,N/A,N/A,N/A,2017-05-22,2017,5,21,1,1,Fréquence annuelle standard: 6,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-MAGA1,MAGASIN 1E PLANCHER S&A,SVEHI007,CAMION DEP. MAGASIN CHARIOT,CHARIOT,A,U,CHANGER LA BATTERIE,Fréquence annuelle standard: 6,1,SMAGA,MAGA,1,1,1,N/A,N/A,N/A,N/A,N/A,O,P,E,2015,2999,002,21,302016,N,N/A,N/A,N/A,N/A,N/A,N/A,X        X        X        X        X        X       X        X        X        X        X        X,SMAGAMAGA,2017,3,1,1
1718234,SMAGA,MAGA,1,0,1,N/A,1,6,1170522,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1718234,A83,SCHA015,CHANGER LA BATTERIE,CHANGER LA BATTERIE,1,N/A,P,PR,2,21,N/A,1170428,1170428,1170526,1170522,0,0,1170428,MLAMO038,N/A,N/A,Fréquence annuelle standard: 6,N/A,N/A,NORMANDE DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1105,N,SA-MAGA1,SVEHI007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,D,B000819584,N/A,0,0,0,0,0,N/A,2017-04-28,2017,4,17,N/A,N/A,N/A,2017-05-22,2017,5,21,1,1,Fréquence annuelle standard: 6,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-MAGA1,MAGASIN 1E PLANCHER S&A,SVEHI007,CAMION DEP. MAGASIN CHARIOT,CHARIOT,A,U,CHANGER LA BATTERIE,Fréquence annuelle standard: 6,1,SMAGA,MAGA,1,1,1,N/A,N/A,N/A,N/A,N/A,O,P,E,2015,2999,002,21,302016,N,N/A,N/A,N/A,N/A,N/A,N/A,X        X        X        X        X        X       X        X        X        X        X        X,SMAGAMAGA,2017,12,3,1
1718234,SMAGA,MAGA,1,0,1,N/A,1,6,1170522,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1718234,A83,SCHA015,CHANGER LA BATTERIE,CHANGER LA BATTERIE,1,N/A,P,PR,2,21,N/A,1170428,1170428,1170526,1170522,0,0,1170428,MLAMO038,N/A,N/A,Fréquence annuelle standard: 6,N/A,N/A,NORMANDE DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1105,N,SA-MAGA1,SVEHI007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,D,B000819584,N/A,0,0,0,0,0,N/A,2017-04-28,2017,4,17,N/A,N/A,N/A,2017-05-22,2017,5,21,1,1,Fréquence annuelle standard: 6,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-MAGA1,MAGASIN 1E PLANCHER S&A,SVEHI007,CAMION DEP. MAGASIN CHARIOT,CHARIOT,A,U,CHANGER LA BATTERIE,Fréquence annuelle standard: 6,1,SMAGA,MAGA,1,1,1,N/A,N/A,N/A,N/A,N/A,O,P,E,2015,2999,002,21,302016,N,N/A,N/A,N/A,N/A,N/A,N/A,X        X        X        X        X        X       X        X        X        X        X        X,SMAGAMAGA,2017,21,5,1
1718234,SMAGA,MAGA,1,0,1,N/A,1,6,1170522,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1718234,A83,SCHA015,CHANGER LA BATTERIE,CHANGER LA BATTERIE,1,N/A,P,PR,2,21,N/A,1170428,1170428,1170526,1170522,0,0,1170428,MLAMO038,N/A,N/A,Fréquence annuelle standard: 6,N/A,N/A,NORMANDE DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1105,N,SA-MAGA1,SVEHI007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,D,B000819584,N/A,0,0,0,0,0,N/A,2017-04-28,2017,4,17,N/A,N/A,N/A,2017-05-22,2017,5,21,1,1,Fréquence annuelle standard: 6,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-MAGA1,MAGASIN 1E PLANCHER S&A,SVEHI007,CAMION DEP. MAGASIN CHARIOT,CHARIOT,A,U,CHANGER LA BATTERIE,Fréquence annuelle standard: 6,1,SMAGA,MAGA,1,1,1,N/A,N/A,N/A,N/A,N/A,O,P,E,2015,2999,002,21,302016,N,N/A,N/A,N/A,N/A,N/A,N/A,X        X        X        X        X        X       X        X        X        X        X        X,SMAGAMAGA,2017,30,7,1
1718234,SMAGA,MAGA,1,0,1,N/A,1,6,1170522,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1718234,A83,SCHA015,CHANGER LA BATTERIE,CHANGER LA BATTERIE,1,N/A,P,PR,2,21,N/A,1170428,1170428,1170526,1170522,0,0,1170428,MLAMO038,N/A,N/A,Fréquence annuelle standard: 6,N/A,N/A,NORMANDE DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1105,N,SA-MAGA1,SVEHI007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,D,B000819584,N/A,0,0,0,0,0,N/A,2017-04-28,2017,4,17,N/A,N/A,N/A,2017-05-22,2017,5,21,1,1,Fréquence annuelle standard: 6,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-MAGA1,MAGASIN 1E PLANCHER S&A,SVEHI007,CAMION DEP. MAGASIN CHARIOT,CHARIOT,A,U,CHANGER LA BATTERIE,Fréquence annuelle standard: 6,1,SMAGA,MAGA,1,1,1,N/A,N/A,N/A,N/A,N/A,O,P,E,2015,2999,002,21,302016,N,N/A,N/A,N/A,N/A,N/A,N/A,X        X        X        X        X        X       X        X        X        X        X        X,SMAGAMAGA,2017,39,9,1
1718234,SMAGA,MAGA,1,0,1,N/A,1,6,1170522,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1718234,A83,SCHA015,CHANGER LA BATTERIE,CHANGER LA BATTERIE,1,N/A,P,PR,2,21,N/A,1170428,1170428,1170526,1170522,0,0,1170428,MLAMO038,N/A,N/A,Fréquence annuelle standard: 6,N/A,N/A,NORMANDE DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,1105,N,SA-MAGA1,SVEHI007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,D,B000819584,N/A,0,0,0,0,0,N/A,2017-04-28,2017,4,17,N/A,N/A,N/A,2017-05-22,2017,5,21,1,1,Fréquence annuelle standard: 6,2017-04,N/A,NA-NA,2017-04,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-MAGA1,MAGASIN 1E PLANCHER S&A,SVEHI007,CAMION DEP. MAGASIN CHARIOT,CHARIOT,A,U,CHANGER LA BATTERIE,Fréquence annuelle standard: 6,1,SMAGA,MAGA,1,1,1,N/A,N/A,N/A,N/A,N/A,O,P,E,2015,2999,002,21,302016,N,N/A,N/A,N/A,N/A,N/A,N/A,X        X        X        X        X        X       X        X        X        X        X        X,SMAGAMAGA,2017,48,11,1
1720161,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170605,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1720161,A09,SINS028,INSPECTION VISUELLE DU VEHICULE,INSPECTION VISUELLE DU VEHICULE,1,N/A,P,PR,2,23,N/A,1170512,1170512,1170609,1170605,0,0,1170512,MLAMO038,N/A,N/A,Fréquence annuelle standard: 12.00,N/A,N/A,NORMAND DÉNOMMÉE,N/A,0.5,N/A,0,0,0,0,0,0,0,746,N,SMAGA,SVEHI009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,A09,B000821712,N/A,0,0,0,0,0,N/A,2017-05-12,2017,5,19,N/A,N/A,N/A,2017-06-05,2017,6,23,0.5,1,Fréquence annuelle standard: 12.00,2017-05,N/A,NA-NA,2017-05,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SMAGA,MAGASIN SERVICES & ACHATS,SVEHI009,CAMION DEP. MAGASIN,PLAFO-LIFT 20',A,U,INSPECTION VISUELLE DU VEHICULE,Fréquence annuelle standard: 12.00,0.5,SMAGA,MAGA,1,1,1,N/A,N/A,N/A,N/A,N/A,O,P,E,2011,2999,001,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X   X    X   X    X   X    X   X   X    X   X    X   X   X    X   X    X   X    X   X   X    X   X    X,SMAGAMAGA,2017,1,1,0.5
1720161,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170605,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1720161,A09,SINS028,INSPECTION VISUELLE DU VEHICULE,INSPECTION VISUELLE DU VEHICULE,1,N/A,P,PR,2,23,N/A,1170512,1170512,1170609,1170605,0,0,1170512,MLAMO038,N/A,N/A,Fréquence annuelle standard: 12.00,N/A,N/A,NORMAND DÉNOMMÉE,N/A,0.5,N/A,0,0,0,0,0,0,0,746,N,SMAGA,SVEHI009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,A09,B000821712,N/A,0,0,0,0,0,N/A,2017-05-12,2017,5,19,N/A,N/A,N/A,2017-06-05,2017,6,23,0.5,1,Fréquence annuelle standard: 12.00,2017-05,N/A,NA-NA,2017-05,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SMAGA,MAGASIN SERVICES & ACHATS,SVEHI009,CAMION DEP. MAGASIN,PLAFO-LIFT 20',A,U,INSPECTION VISUELLE DU VEHICULE,Fréquence annuelle standard: 12.00,0.5,SMAGA,MAGA,1,1,1,N/A,N/A,N/A,N/A,N/A,O,P,E,2011,2999,001,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X   X    X   X    X   X    X   X   X    X   X    X   X   X    X   X    X   X    X   X   X    X   X    X,SMAGAMAGA,2017,5,1,0.5
